PathwaySortOrder	Biochemical	SuperPathway	SubPathway	Comp.ID	Platform	Chemical.ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
1533	(12 or 13)-methylmyristate (a15:0 or i15:0)	Lipid	Fatty Acid, Branched	38293	LC/MS Neg	100002344	5499	241,2173	151014	2485-71-4		
1538	(14 or 15)-methylpalmitate (a17:0 or i17:0)	Lipid	Fatty Acid, Branched	38768	LC/MS Neg	100002945	5695	269,2487				
1544	(16 or 17)-methylstearate (a19:0 or i19:0)	Lipid	Fatty Acid, Branched	38296	LC/MS Neg	100002356	5993	297,2799	3083779	2724-59-6		HMDB37397
1397	(2 or 3)-decenoate (10:1n7 or n8)	Lipid	Medium Chain Fatty Acid	63436	LC/MS Neg	100021502	4990	169,1234				
4934	(2,4 or 2,5)-dimethylphenol sulfate	Xenobiotics	Food Component/Plant	62533	LC/MS Neg	100020519	3474	201,0227				
5784	(2-butoxyethoxy)acetic acid	Xenobiotics	Chemical	63380	LC/MS Pos Early	100021457	3177	177,1121	106312			
497	(N(1) + N(8))-acetylspermidine	Amino Acid	Polyamine Metabolism	57814	LC/MS Pos Early	100016038	3080	188,1757				
1798	(R)-3-hydroxybutyrylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	43264	LC/MS Pos Early	100003926	2400	248,1493	53481617			HMDB13127
1799	(S)-3-hydroxybutyrylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	52984	LC/MS Pos Early	100009271	2340	248,1493				
4942	(S)-a-amino-omega-caprolactam	Xenobiotics	Food Component/Plant	63339	LC/MS Pos Early	100021329	2378	129,1022	439823	21568-87-6	C05328	
5749	1,2,3-benzenetriol sulfate (2)	Xenobiotics	Chemical	48762	LC/MS Neg	100006374	1709	204,9812				
2215	1,2-dilinoleoyl-GPC (18:2/18:2)	Lipid	Phosphatidylcholine (PC)	52603	LC/MS Pos Late	100008903	2006	782,5694	5288075	998-06-1		HMDB08138
2305	1,2-dilinoleoyl-GPE (18:2/18:2)*	Lipid	Phosphatidylethanolamine (PE)	53174	LC/MS Pos Late	100009217	2083	740,5225	9546812			HMDB09093
2137	1,2-dipalmitoyl-GPC (16:0/16:0)	Lipid	Phosphatidylcholine (PC)	19130	LC/MS Pos Late	100000657	2365	734,5694	452110	63-89-8		HMDB00564
2258	1,2-dipalmitoyl-GPE (16:0/16:0)*	Lipid	Phosphatidylethanolamine (PE)	57341	LC/MS Pos Late	100009204	2498	692,5225	445468			HMDB08923
4376	1,3,7-trimethylurate	Xenobiotics	Xanthine Metabolism	34404	LC/MS Neg	100001397	1985	209,068	79437	5415-44-1	C16361	HMDB02123
4373	1,3-dimethylurate	Xenobiotics	Xanthine Metabolism	32391	LC/MS Neg	100001106	1671,4	195,0524	70346	944-73-0		HMDB01857
1131	1,5-anhydroglucitol (1,5-AG)	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	20675	LC/MS Neg	100000580	802	163,0612	64960	154-58-5	C07326	HMDB02712
4374	1,7-dimethylurate	Xenobiotics	Xanthine Metabolism	34400	LC/MS Neg	100001399	1578,6	195,0524	91611	33868-03-0	C16356	HMDB11103
2682	1-(1-enyl-oleoyl)-GPE (P-18:1)*	Lipid	Lysoplasmalogen	44621	LC/MS Neg	100005372	6250	462,299				
2659	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	Lipid	Plasmalogen	52689	LC/MS Pos Late	100009014	2154	766,5745				HMDB11220
2651	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	Lipid	Plasmalogen	52673	LC/MS Pos Late	100009002	2270	724,5276				HMDB11352
2660	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	Lipid	Plasmalogen	52682	LC/MS Pos Late	100009009	2226	742,5745				HMDB11211
2648	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	Lipid	Plasmalogen	52677	LC/MS Pos Late	100009069	2351	700,5276				HMDB11343
2653	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	Lipid	Plasmalogen	52478	LC/MS Pos Late	100009007	2443	744,5902				
2647	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	Lipid	Plasmalogen	52477	LC/MS Pos Late	100009005	2600	702,5432				HMDB11342
2650	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	Lipid	Plasmalogen	52713	LC/MS Pos Late	100009160	2218	716,5589				HMDB11207
2649	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	Lipid	Plasmalogen	52716	LC/MS Pos Late	100009162	2454	718,5745	11146967			HMDB11206
2679	1-(1-enyl-palmitoyl)-GPC (P-16:0)*	Lipid	Lysoplasmalogen	52474	LC/MS Neg	100002875	6450	554,3463	10917802			HMDB10407
2680	1-(1-enyl-palmitoyl)-GPE (P-16:0)*	Lipid	Lysoplasmalogen	39270	LC/MS Neg	100003000	6285	436,2833				
2664	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	Lipid	Plasmalogen	52475	LC/MS Pos Late	100008999	2511	752,5589	9547058			HMDB05779
2656	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	Lipid	Plasmalogen	52748	LC/MS Pos Late	100009225	2633	728,5589				HMDB11376
2655	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	Lipid	Plasmalogen	52614	LC/MS Pos Late	100008919	2950	730,5745		144371-68-6		HMDB11375
2684	1-(1-enyl-stearoyl)-GPE (P-18:0)*	Lipid	Lysoplasmalogen	39271	LC/MS Pos Late	100003001	1649	466,3292				
2443	1-arachidonoyl-GPA (20:4)	Lipid	Lysophospholipid	46325	LC/MS Neg	100004442	5499	457,2361		799268-65-8		
2482	1-arachidonoyl-GPC* (20:4)*	Lipid	Lysophospholipid	34061	LC/MS Neg	100001551	6074	618,3413			C05208	HMDB10395
2533	1-arachidonoyl-GPE (20:4n6)*	Lipid	Lysophospholipid	35186	LC/MS Pos Late	100001571	1470	502,2928	42607465			HMDB11517
2578	1-arachidonoyl-GPI* (20:4)*	Lipid	Lysophospholipid	34214	LC/MS Neg	100001654	5482	619,2889				HMDB61690
2708	1-arachidonylglycerol (20:4)	Lipid	Monoacylglycerol	34397	LC/MS Neg	100001433	6250	303,2329	5282281	35474-99-8	C13857	HMDB11549
351	1-carboxyethylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	62558	LC/MS Neg	100020427	2628	202,1085				
303	1-carboxyethylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	62559	LC/MS Neg	100020425	2663	202,1085				
139	1-carboxyethylphenylalanine	Amino Acid	Phenylalanine Metabolism	62566	LC/MS Neg	100020419	2844	236,0928				
157	1-carboxyethyltyrosine	Amino Acid	Tyrosine Metabolism	62564	LC/MS Neg	100020421	1846	252,0877				
374	1-carboxyethylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism	62562	LC/MS Neg	100020423	2008	188,0928				
2504	1-cerotoyl-GPC (26:0)*	Lipid	Lysophospholipid	61505	LC/MS Pos Late	100015772	1990	636,4963				HMDB29205
2707	1-dihomo-linolenylglycerol (20:3)	Lipid	Monoacylglycerol	48341	LC/MS Neg	100006121	6400	305,2486				
2711	1-docosahexaenoylglycerol (22:6)	Lipid	Monoacylglycerol	35153	LC/MS Neg	100001481	6150	309,2224				HMDB11587
5569	1-hydroxy-2-naphthalenecarboxylate	Xenobiotics	Drug - Other	38140	LC/MS Neg	100002394	3930	187,0401	6844	86-48-6	C03203	
2496	1-lignoceroyl-GPC (24:0)	Lipid	Lysophospholipid	49617	LC/MS Pos Late	100002873	1907	608,465		325171-59-3		HMDB10405
2466	1-linolenoyl-GPC (18:3)*	Lipid	Lysophospholipid	45951	LC/MS Neg	100005350	5724	592,3256				HMDB10388
2703	1-linolenoylglycerol (18:3)	Lipid	Monoacylglycerol	34393	LC/MS Neg	100001435	6214	277,2173	53480978	124151-74-2		HMDB11569
2220	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	Lipid	Phosphatidylcholine (PC)	52710	LC/MS Pos Late	100009131	1969	806,5694				HMDB08147
2216	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	Lipid	Phosphatidylcholine (PC)	53176	LC/MS Pos Late	100009343	1939	780,5538				HMDB08141
2464	1-linoleoyl-GPC (18:2)	Lipid	Lysophospholipid	34419	LC/MS Neg	100001395	6160	594,3413	11988421		C04100	HMDB10386
2520	1-linoleoyl-GPE (18:2)*	Lipid	Lysophospholipid	36600	LC/MS Pos Late	100001570	1482	478,2928	52925130			HMDB11507
2562	1-linoleoyl-GPG (18:2)*	Lipid	Lysophospholipid	54885	LC/MS Neg	100009227	5516	507,2728				
2572	1-linoleoyl-GPI* (18:2)*	Lipid	Lysophospholipid	36594	LC/MS Neg	100001778	5494	595,2889				
2702	1-linoleoylglycerol (18:2)	Lipid	Monoacylglycerol	27447	LC/MS Neg	100001040	6477	279,2329	5283469	2277-28-3		
86	1-methyl-4-imidazoleacetate	Amino Acid	Histidine Metabolism	32350	LC/MS Pos Early	100001208	2064	141,0659	75810	2625-49-2	C05828	HMDB02820
87	1-methyl-5-imidazoleacetate	Amino Acid	Histidine Metabolism	62946	LC/MS Pos Early	100002910	1989	141,0659	6451814	4200-48-0		HMDB04988
509	1-methylguanidine	Amino Acid	Guanidino and Acetamido Metabolism	48114	LC/MS Pos Early	100000715	2149	74,0713	10111	22661-87-6	C02294	HMDB01522
68	1-methylhistidine	Amino Acid	Histidine Metabolism	30460	LC/MS Neg	100001051	1227	168,0779	92105	332-80-9	C01152	HMDB00001
4117	1-methylnicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	27665	LC/MS Pos Early	55	1940	137,0709	457	1005-24-9	C02918	HMDB00699
4371	1-methylurate	Xenobiotics	Xanthine Metabolism	34395	LC/MS Pos Early	100001400	1461	183,0513	69726	708-79-2	C16359	HMDB03099
4377	1-methylxanthine	Xenobiotics	Xanthine Metabolism	34389	LC/MS Neg	100001405	1568,8	165,0418	80220	6136-37-4	C16358	HMDB10738
2125	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	Lipid	Phosphatidylcholine (PC)	53195	LC/MS Pos Late	100009139	1914	754,5381				HMDB07883
2121	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	Lipid	Phosphatidylcholine (PC)	19258	LC/MS Pos Late	100000672	2147	706,5381	129657	69525-80-0		HMDB07869
2694	1-myristoylglycerol (14:0)	Lipid	Monoacylglycerol	35625	LC/MS Neg	100001618	6353,3	227,2016	79050	75685-84-6	C01885	HMDB11561
2214	1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	Lipid	Phosphatidylcholine (PC)	52697	LC/MS Pos Late	100009130	2011	832,5851				HMDB08123
2298	1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	Lipid	Phosphatidylethanolamine (PE)	52687	LC/MS Pos Late	100009078	2270	742,5381	9546753			HMDB05349
2461	1-oleoyl-GPC (18:1)	Lipid	Lysophospholipid	48258	LC/MS Neg	100001272	6250	596,3569	16081932	19420-56-5		HMDB02815
2518	1-oleoyl-GPE (18:1)	Lipid	Lysophospholipid	35628	LC/MS Pos Late	100001569	1554	480,3085	9547071	89576-29-4		HMDB11506
2560	1-oleoyl-GPG (18:1)*	Lipid	Lysophospholipid	45968	LC/MS Neg	100005716	5610	509,2885				
2570	1-oleoyl-GPI (18:1)	Lipid	Lysophospholipid	36602	LC/MS Neg	100001777	5599	597,3045				
2701	1-oleoylglycerol (18:1)	Lipid	Monoacylglycerol	21184	LC/MS Neg	100000924	6650	281,2486	5283468	111-03-5		HMDB11567
2168	1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	Lipid	Phosphatidylcholine (PC)	53180	LC/MS Pos Late	100009345	1850	754,5381				HMDB08008
2452	1-palmitoleoyl-GPC* (16:1)*	Lipid	Lysophospholipid	33230	LC/MS Pos Late	100001511	1450	494,3241	24779461			HMDB10383
2698	1-palmitoleoylglycerol (16:1)*	Lipid	Monoacylglycerol	52431	LC/MS Neg	100008952	6094	253,2173				
2155	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	Lipid	Phosphatidylcholine (PC)	52462	LC/MS Pos Late	100008914	2091	782,5694	10747814	35418-58-7		HMDB07982
2270	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	Lipid	Phosphatidylethanolamine (PE)	52464	LC/MS Pos Late	100008990	2198	740,5225	9546800			HMDB05323
2391	1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*	Lipid	Phosphatidylinositol (PI)	52467	LC/MS Pos Late	100008993	2567	876,5597				HMDB09789
2161	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	Lipid	Phosphatidylcholine (PC)	52610	LC/MS Pos Late	100008915	2023	806,5694	6441886	59403-54-2		HMDB07991
2272	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	Lipid	Phosphatidylethanolamine (PE)	52465	LC/MS Pos Late	100008991	2119	764,5225	9546799			HMDB05324
2144	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	Lipid	Phosphatidylcholine (PC)	42446	LC/MS Pos Late	1537	2160	758,5694	5287971	40811-94-7		HMDB07973
2264	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	Lipid	Phosphatidylethanolamine (PE)	42449	LC/MS Pos Late	100001870	2275	716,5225	9546747			HMDB05322
2388	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	Lipid	Phosphatidylinositol (PI)	52450	LC/MS Polar	1528	910	833,5185				HMDB09784
2141	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	Lipid	Phosphatidylcholine (PC)	52461	LC/MS Pos Late	1539	2358	760,5851	6436017	"26853-31-6;26853-31-6"		HMDB07972
2262	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	Lipid	Phosphatidylethanolamine (PE)	19263	LC/MS Pos Late	1526	2509	718,5381	5283496	26662-94-2		HMDB05320
2386	1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*	Lipid	Phosphatidylinositol (PI)	52669	LC/MS Polar	100009066	893	835,5342				HMDB09783
2138	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	Lipid	Phosphatidylcholine (PC)	52470	LC/MS Pos Late	100008984	2160	732,5538				
2139	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	Lipid	Phosphatidylcholine (PC)	52616	LC/MS Pos Late	100008921	2653	762,6007		59403-51-9		HMDB07970
2450	1-palmitoyl-GPC (16:0)	Lipid	Lysophospholipid	33955	LC/MS Pos Late	100001263	1525	496,3398	86554	17364-16-8		HMDB10382
2509	1-palmitoyl-GPE (16:0)	Lipid	Lysophospholipid	35631	LC/MS Pos Late	100001567	1544	454,2928	9547069	53862-35-4		HMDB11503
2555	1-palmitoyl-GPG (16:0)*	Lipid	Lysophospholipid	45970	LC/MS Neg	100005717	5570	483,2728	3300276			
2564	1-palmitoyl-GPI* (16:0)	Lipid	Lysophospholipid	35305	LC/MS Neg	100001655	5564	571,2889				HMDB61695
2697	1-palmitoylglycerol (16:0)	Lipid	Monoacylglycerol	21127	LC/MS Neg	100000827	6550	255,2329	14900	542-44-9		HMDB31074
90	1-ribosyl-imidazoleacetate*	Amino Acid	Histidine Metabolism	61868	LC/MS Pos Early	100001668	2006	259,0925	5117448	29605-99-0	C05131	HMDB02331
2189	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	Lipid	Phosphatidylcholine (PC)	42450	LC/MS Pos Late	100001869	2300	810,6007	16219824	35418-59-8		HMDB08048
2292	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	Lipid	Phosphatidylethanolamine (PE)	52447	LC/MS Pos Late	100008977	2424	768,5538	5289133			HMDB09003
2407	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	Lipid	Phosphatidylinositol (PI)	52449	LC/MS Polar	100000616	870	885,5495		383907-33-3		HMDB09815
2195	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	Lipid	Phosphatidylcholine (PC)	52611	LC/MS Pos Late	100008916	2197	834,6013		59403-52-0		HMDB08057
2296	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	Lipid	Phosphatidylethanolamine (PE)	52466	LC/MS Pos Late	100008992	2317	792,5538	9546798			HMDB05334
2181	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	Lipid	Phosphatidylcholine (PC)	52452	LC/MS Pos Late	100008980	2380	786,6007				
2283	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	Lipid	Phosphatidylethanolamine (PE)	52446	LC/MS Pos Late	100008976	2522	744,5538	9546749			HMDB08994
2395	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	Lipid	Phosphatidylinositol (PI)	52468	LC/MS Polar	100008994	910	861,5499				HMDB09809
2178	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	Lipid	Phosphatidylcholine (PC)	52438	LC/MS Pos Late	100008904	2644	788,6164		56421-10-4		HMDB08038
2279	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	Lipid	Phosphatidylethanolamine (PE)	42448	LC/MS Pos Late	100001856	2858	746,5694				HMDB08993
2394	1-stearoyl-2-oleoyl-GPI (18:0/18:1)*	Lipid	Phosphatidylinositol (PI)	52726	LC/MS Pos Late	100009181	3711	882,6066				
2459	1-stearoyl-GPC (18:0)	Lipid	Lysophospholipid	33961	LC/MS Pos Late	100001271	1606	524,3711	497299	19420-57-6		HMDB10384
2516	1-stearoyl-GPE (18:0)	Lipid	Lysophospholipid	42398	LC/MS Pos Late	100001461	1626	482,3241	9547068	69747-55-3		HMDB11130
2558	1-stearoyl-GPG (18:0)	Lipid	Lysophospholipid	34437	LC/MS Neg	100001462	5816	511,3041				
2568	1-stearoyl-GPI (18:0)	Lipid	Lysophospholipid	19324	LC/MS Neg	100000656	5794	599,3202		796963-93-4		HMDB61696
1430	10-heptadecenoate (17:1n7)	Lipid	Long Chain Monounsaturated Fatty Acid	33971	LC/MS Neg	100001278	5555	267,233	5312435	29743-97-3		HMDB60038
5305	10-hydroxywarfarin	Xenobiotics	Drug - Cardiovascular	62970	LC/MS Neg	100020811	3910	323,0925				
1438	10-nonadecenoate (19:1n9)	Lipid	Long Chain Monounsaturated Fatty Acid	33972	LC/MS Neg	100001277	5780	295,2643	5312513	73033-09-7		HMDB13622
1399	10-undecenoate (11:1n1)	Lipid	Medium Chain Fatty Acid	32497	LC/MS Neg	100001197	5085,8	183,1391	14891	1333-28-4	C13910	HMDB33724
3223	11beta-hydroxyandrosterone glucuronide	Lipid	Androgenic Steroids	63251	LC/MS Neg	100020541	4209	481,2443				
1905	12,13-DiHOME	Lipid	Fatty Acid, Dihydroxy	38395	LC/MS Neg	62	5137	313,2384	10236635	263399-35-5	C14829	HMDB04705
1889	13-HODE + 9-HODE	Lipid	Fatty Acid, Monohydroxy	37752	LC/MS Neg	100002196	5275	295,2283				
1937	14-HDoHE/17-HDoHE	Lipid	Docosanoid	53034	LC/MS Neg	100009278	5296	343,2279				
1885	16-hydroxypalmitate	Lipid	Fatty Acid, Monohydroxy	39609	LC/MS Neg	100002953	5236,2	271,2279	10466	506-13-8	C18218	HMDB06294
3165	16a-hydroxy DHEA 3-sulfate	Lipid	Androgenic Steroids	38168	LC/MS Neg	100002126	4240	383,1534				
3082	17alpha-hydroxypregnanolone glucuronide	Lipid	Pregnenolone Steroids	47403	LC/MS Neg	100005418	5071,9	509,2756				
4042	2'-deoxyuridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	52602	LC/MS Neg	536	1586	227,0673	13712	951-78-0	C00526	HMDB00012
4068	2'-O-methylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	57554	LC/MS Pos Early	100010895	2411	258,1085	150971	2140-72-9		
4030	2'-O-methyluridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	57655	LC/MS Neg	100010896	1831	257,0779	102212	2140-76-3		
382	2,3-dihydroxy-2-methylbutyrate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	57547	LC/MS Neg	100010869	787	133,0506	301941	14868-24-7		HMDB29576
401	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	62805	LC/MS Neg	100020893	1156	177,0227				
4514	2,3-dihydroxyisovalerate	Xenobiotics	Food Component/Plant	38276	LC/MS Polar	100002417	1050	133,0506	677	1756-18-9	C04039	HMDB12141
4515	2,3-dihydroxypyridine	Xenobiotics	Food Component/Plant	21132	LC/MS Pos Early	100000861	1420	112,0393	28115	16867-04-2		
5709	2,4-di-tert-butylphenol	Xenobiotics	Chemical	64328	LC/MS Neg	100021918	5749	205,1597		96-76-4		
5542	2,6-dihydroxybenzoic acid	Xenobiotics	Drug - Topical Agents	63042	LC/MS Neg	100020837	2575	153,0193	9338	303-07-1		HMDB13676
4981	2-acetamidophenol sulfate	Xenobiotics	Food Component/Plant	48580	LC/MS Neg	100006190	2251	230,0129	181671	40712-60-5		
116	2-aminoadipate	Amino Acid	Lysine Metabolism	6146	LC/MS Polar	381	3500	160,0615	469	"542-32-5;1118-90-7"	C00956	HMDB00510
527	2-aminobutyrate	Amino Acid	Glutathione Metabolism	42374	LC/MS Pos Early	1128	2059	104,0706	439691	1492-24-6	C02261	HMDB00650
1646	2-aminoheptanoate	Lipid	Fatty Acid, Amino	43761	LC/MS Pos Early	100004542	3160	146,1176	227939	1115-90-8		
1651	2-aminooctanoate	Lipid	Fatty Acid, Amino	43343	LC/MS Pos Late	100004227	750	160,1332	69522	644-90-6		HMDB00991
4982	2-aminophenol sulfate	Xenobiotics	Food Component/Plant	43266	LC/MS Neg	100004322	1677	188,0023	181670			HMDB61116
2718	2-arachidonoylglycerol (20:4)	Lipid	Monoacylglycerol	19266	LC/MS Neg	100000584	6170	303,2329	5282280	53847-30-6	C13856	HMDB04666
353	2-hydroxy-3-methylvalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	36746	LC/MS Neg	100001541	1800	131,0714	164623	488-15-3		HMDB00317
402	2-hydroxy-4-(methylthio)butanoic acid	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	63739	LC/MS Polar	100021372	1065	149,0278		583-91-5		
5064	2-hydroxyacetaminophen sulfate*	Xenobiotics	Drug - Analgesics, Anesthetics	33173	LC/MS Neg	100001791	1674	246,0078	86290013			
1563	2-hydroxyadipate	Lipid	Fatty Acid, Dicarboxylate	31934	LC/MS Polar	100001153	3000	161,0455	193530	18294-85-4	C02360	HMDB00321
1848	2-hydroxyarachidate*	Lipid	Fatty Acid, Monohydroxy	61700	LC/MS Neg	100019892	5990	327,2905	5225199			
529	2-hydroxybutyrate/2-hydroxyisobutyrate	Amino Acid	Glutathione Metabolism	52281	LC/MS Polar	100008928	1258	103,0401				
1840	2-hydroxydecanoate	Lipid	Fatty Acid, Monohydroxy	42489	LC/MS Neg	100004089	4840	187,134	21488	5393-81-7		
1559	2-hydroxyglutarate	Lipid	Fatty Acid, Dicarboxylate	37253	LC/MS Pos Early	100002070	958	131,0339	43	40951-21-1	C02630	HMDB0059655
4258	2-hydroxyhippurate (salicylurate)	Xenobiotics	Benzoate Metabolism	18281	LC/MS Neg	1869	2184	194,0459	10253	487-54-7	C07588	HMDB00840
5079	2-hydroxyibuprofen	Xenobiotics	Drug - Analgesics, Anesthetics	43330	LC/MS Neg	100004169	3462	221,1183	10443535	51146-55-5		HMDB60920
1841	2-hydroxylaurate	Lipid	Fatty Acid, Monohydroxy	52916	LC/MS Neg	100008934	5211	215,1653	97783	2984-55-6		
1851	2-hydroxynervonate*	Lipid	Fatty Acid, Monohydroxy	61698	LC/MS Neg	100015638	6345	381,3374	5312783			
1838	2-hydroxyoctanoate	Lipid	Fatty Acid, Monohydroxy	22036	LC/MS Neg	100000743	3736,8	159,1027	94180	617-73-2		HMDB02264
1843	2-hydroxypalmitate	Lipid	Fatty Acid, Monohydroxy	35675	LC/MS Neg	100001579	5511,2	271,2279	92836	764-67-0		HMDB31057
149	2-hydroxyphenylacetate	Amino Acid	Phenylalanine Metabolism	1432	LC/MS Polar	235	858,6	151,0401	11970	614-75-5	C05852	HMDB00669
1550	2-hydroxyphytanate*	Lipid	Fatty Acid, Branched	61702	LC/MS Neg	100004414	5751	327,2905	189026	14721-68-7		
1605	2-hydroxysebacate	Lipid	Fatty Acid, Dicarboxylate	63357	LC/MS Neg	100020378	1324	217,1081	128458	103963-71-9		HMDB00424
1846	2-hydroxystearate	Lipid	Fatty Acid, Monohydroxy	17945	LC/MS Neg	1239	5695	299,2592	69417	629-22-1	C03045	
4522	2-isopropylmalate	Xenobiotics	Food Component/Plant	15667	LC/MS Polar	100000409	2605	175,0612	77	3237-44-3	C02504	HMDB00402
4863	2-keto-3-deoxy-gluconate	Xenobiotics	Food Component/Plant	48141	LC/MS Polar	100005946	1900	177,0405	161227	17510-99-5	C00204	HMDB01353
310	2-ketocaprylate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	63120	LC/MS Polar	100020833	805	157,087	67600	328-51-8		HMDB13211
2717	2-linoleoylglycerol (18:2)	Lipid	Monoacylglycerol	32506	LC/MS Neg	100000987	6250	279,2329	5365676	3443-82-1		HMDB11538
5066	2-methoxyacetaminophen glucuronide*	Xenobiotics	Drug - Analgesics, Anesthetics	33161	LC/MS Neg	100001795	1633	356,0987	14367271			
5065	2-methoxyacetaminophen sulfate*	Xenobiotics	Drug - Analgesics, Anesthetics	47031	LC/MS Neg	100001793	1949	260,0234	86290014			
4364	2-methoxyhydroquinone sulfate (1)	Xenobiotics	Benzoate Metabolism	64049	LC/MS Neg	100021839	1505	218,9969				
5751	2-methoxyresorcinol sulfate	Xenobiotics	Chemical	48445	LC/MS Neg	100006184	1863	218,9969		1446269-78-8		
355	2-methylbutyrylcarnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	45095	LC/MS Pos Early	100001509	3050	246,17	6426901	31023-25-3		HMDB00378
15	2-methylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	53229	LC/MS Pos Early	100009246	1652	120,0655	94309		C02115	
5708	2-naphthol sulfate	Xenobiotics	Chemical	62520	LC/MS Neg	100020515	3658	223,0071	74428			
4149	2-O-methylascorbic acid	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	63990	LC/MS Neg	100003258	778	189,0405	99779	17860-87-6		
2716	2-oleoylglycerol (18:1)	Lipid	Monoacylglycerol	21232	LC/MS Neg	100000943	6500	281,2486	5319879	3443-84-3		HMDB11537
440	2-oxoarginine*	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	55072	LC/MS Pos Early	100002784	1760	174,0873	558	04.10.3715	C03771	HMDB04225
2453	2-palmitoleoyl-GPC* (16:1)*	Lipid	Lysophospholipid	47118	LC/MS Neg	100001561	5720	568,3256				HMDB10383
2451	2-palmitoyl-GPC* (16:0)*	Lipid	Lysophospholipid	35253	LC/MS Neg	100001562	6215	570,3413	15061532			HMDB61702
2713	2-palmitoylglycerol (16:0)	Lipid	Monoacylglycerol	33419	LC/MS Neg	100001048	6400	255,2329	123409	23470-00-0		HMDB11533
4405	2-piperidinone	Xenobiotics	Food Component/Plant	43400	LC/MS Pos Early	100004295	1675	100,0757	12665	675-20-7		HMDB11749
58	2-pyrrolidinone	Amino Acid	Glutamate Metabolism	31675	LC/MS Pos Early	100001081	1262	86,06	12025	616-45-5		HMDB02039
